Sorteo,Fecha,B1,B2,B3,B4,B5,B6,Plus
591,2020-06-21,2,9,11,24,33,40,00
592,2020-06-17,5,8,15,20,29,37,00
593,2020-06-14,1,4,10,18,27,43,00
594,2020-06-10,3,7,13,25,34,41,00
595,2020-06-07,0,6,12,19,28,38,00
596,2020-06-03,2,9,14,22,31,44,00
597,2020-05-31,5,8,11,17,26,42,00
403,2022-04-13,2,7,10,19,28,37,00
404,2022-04-10,5,9,16,25,34,43,00
405,2022-04-06,1,6,13,21,30,41,00
406,2022-04-03,3,8,14,22,31,38,00
407,2022-03-30,0,4,11,18,27,44,00
408,2022-03-27,2,7,15,24,33,42,00
409,2022-03-23,5,9,12,20,29,40,00
410,2022-03-20,1,6,10,17,26,37,00
411,2022-03-16,3,8,16,23,32,43,00
412,2022-03-13,0,4,13,22,31,41,00
413,2022-03-09,2,7,11,18,27,38,00
414,2022-03-06,5,9,15,25,34,44,00
415,2022-03-02,1,6,12,21,30,42,00
416,2022-02-27,3,8,14,20,29,40,00
417,2022-02-23,0,4,10,17,26,37,00
418,2022-02-20,2,7,16,24,33,43,00
419,2022-02-16,5,9,13,22,31,41,00
420,2022-02-13,1,6,11,19,28,38,00
421,2022-02-09,3,8,15,25,34,44,00
422,2022-02-06,0,4,12,17,26,42,00
423,2022-02-02,2,7,10,20,29,40,00
424,2022-01-30,5,9,16,23,32,37,00
425,2022-01-26,1,6,13,21,30,43,00
426,2022-01-23,3,8,14,22,31,41,00
427,2022-01-19,0,4,11,18,27,38,00
428,2022-01-16,2,7,15,25,34,44,00
429,2022-01-12,5,9,12,20,29,42,00
430,2022-01-09,1,6,10,17,26,40,00
431,2022-01-05,3,8,16,24,33,37,00
432,2022-01-02,0,4,13,22,31,43,00
433,2021-12-29,5,9,15,23,32,41,00
434,2021-12-26,1,7,12,20,29,38,00
435,2021-12-22,3,8,14,18,27,44,00
436,2021-12-19,0,6,11,17,26,42,00
437,2021-12-15,2,9,16,25,34,40,00
438,2021-12-12,5,8,13,22,31,37,00
439,2021-12-08,1,4,10,19,28,43,00
440,2021-12-05,3,7,15,24,33,41,00
441,2021-12-01,0,6,12,20,29,38,00
442,2021-11-28,2,9,14,17,26,44,00
443,2021-11-24,5,8,11,23,32,42,00
444,2021-11-21,1,4,10,18,27,40,00
445,2021-11-17,3,7,15,25,34,37,00
446,2021-11-14,0,6,12,21,30,43,00
447,2021-11-10,2,9,13,19,28,41,00
448,2021-11-07,5,8,14,22,31,38,00
449,2021-11-03,1,4,10,17,26,44,00
450,2021-10-31,3,7,16,24,33,42,00
451,2021-10-27,0,6,11,20,29,40,00
452,2021-10-24,2,9,13,18,27,37,00
453,2021-10-20,5,8,15,25,34,43,00
454,2021-10-17,1,4,10,19,28,41,00
455,2021-10-13,3,7,12,22,31,38,00
456,2021-10-10,0,6,14,21,30,44,00
457,2021-10-06,2,9,11,17,26,42,00
458,2021-10-03,5,8,15,24,33,40,00
459,2021-09-29,1,4,10,20,29,37,00
460,2021-09-26,3,7,13,18,27,43,00
461,2021-09-22,0,6,12,25,34,41,00
462,2021-09-19,2,9,14,19,28,38,00
463,2021-09-15,5,8,11,22,31,44,00
464,2021-09-12,1,4,10,17,26,42,00
465,2021-09-08,3,7,15,24,33,40,00
466,2021-09-05,0,6,12,20,29,37,00
467,2021-09-01,2,9,13,18,27,43,00
468,2021-08-29,5,8,14,25,34,41,00
469,2021-08-25,1,4,10,19,28,38,00
470,2021-08-22,3,7,16,22,31,44,00
471,2021-08-18,0,6,11,17,26,42,00
472,2021-08-15,2,9,13,24,33,40,00
473,2021-08-11,5,8,15,20,29,37,00
474,2021-08-08,1,4,10,18,27,43,00
475,2021-08-04,3,7,12,25,34,41,00
476,2021-08-01,0,6,14,19,28,38,00
477,2021-07-28,2,9,11,22,31,44,00
478,2021-07-25,5,8,15,17,26,42,00
479,2021-07-21,1,4,10,24,33,40,00
480,2021-07-18,3,7,13,20,29,37,00
481,2021-07-14,0,6,12,18,27,43,00
482,2021-07-11,2,9,14,25,34,41,00
483,2021-07-07,5,8,11,19,28,38,00
484,2021-07-04,1,4,10,22,31,44,00
485,2021-06-30,3,7,15,17,26,42,00
486,2021-06-27,0,6,12,24,33,40,00
487,2021-06-23,2,9,13,20,29,37,00
488,2021-06-20,5,8,14,18,27,43,00
489,2021-06-16,1,4,10,25,34,41,00
490,2021-06-13,3,7,16,19,28,38,00
491,2021-06-09,0,6,11,22,31,44,00
492,2021-06-06,2,9,13,17,26,42,00
493,2021-06-02,5,8,15,24,33,40,00
494,2021-05-30,1,4,10,20,29,37,00
495,2021-05-26,3,7,12,18,27,43,00
496,2021-05-23,0,6,14,25,34,41,00
497,2021-05-19,2,9,11,19,28,38,00
498,2021-05-16,5,8,15,22,31,44,00
499,2021-05-12,1,4,10,17,26,42,00
500,2021-05-09,3,7,13,24,33,40,00
501,2021-05-05,0,6,12,20,29,37,00
502,2021-05-02,2,9,14,18,27,43,00
503,2021-04-28,5,8,11,25,34,41,00
504,2021-04-25,1,4,10,19,28,38,00
505,2021-04-21,3,7,15,22,31,44,00
506,2021-04-18,0,6,12,17,26,42,00
507,2021-04-14,2,9,13,24,33,40,00
508,2021-04-11,5,8,14,20,29,37,00
509,2021-04-07,1,4,10,18,27,43,00
510,2021-04-04,3,7,16,25,34,41,00
511,2021-03-31,0,6,11,19,28,38,00
512,2021-03-28,2,9,13,22,31,44,00
513,2021-03-24,5,8,15,17,26,42,00
514,2021-03-21,1,4,10,24,33,40,00
515,2021-03-17,3,7,12,20,29,37,00
516,2021-03-14,0,6,14,18,27,43,00
517,2021-03-10,2,9,11,25,34,41,00
518,2021-03-07,5,8,15,19,28,38,00
519,2021-03-03,1,4,10,22,31,44,00
520,2021-02-28,3,7,13,17,26,42,00
521,2021-02-24,0,6,12,24,33,40,00
522,2021-02-21,2,9,14,20,29,37,00
523,2021-02-17,5,8,11,18,27,43,00
524,2021-02-14,1,4,10,25,34,41,00
525,2021-02-10,3,7,15,19,28,38,00
526,2021-02-07,0,6,12,22,31,44,00
527,2021-02-03,2,9,13,17,26,42,00
528,2021-01-31,5,8,14,24,33,40,00
529,2021-01-27,1,4,10,20,29,37,00
530,2021-01-24,3,7,16,18,27,43,00
531,2021-01-20,0,6,11,25,34,41,00
532,2021-01-17,2,9,13,19,28,38,00
533,2021-01-13,5,8,15,22,31,44,00
534,2021-01-10,1,4,10,17,26,42,00
535,2021-01-06,3,7,12,24,33,40,00
536,2021-01-03,0,6,14,20,29,37,00
537,2020-12-27,5,8,11,18,27,43,00
538,2020-12-23,1,4,10,25,34,41,00
539,2020-12-20,3,7,15,19,28,38,00
540,2020-12-16,0,6,12,22,31,44,00
541,2020-12-13,2,9,13,17,26,42,00
542,2020-12-09,5,8,14,24,33,40,00
543,2020-12-06,1,4,10,20,29,37,00
544,2020-12-02,3,7,16,18,27,43,00
545,2020-11-29,0,6,11,25,34,41,00
546,2020-11-25,2,9,13,19,28,38,00
547,2020-11-22,5,8,15,22,31,44,00
548,2020-11-18,1,4,10,17,26,42,00
549,2020-11-15,3,7,12,24,33,40,00
550,2020-11-11,0,6,14,20,29,37,00
551,2020-11-08,2,9,11,18,27,43,00
552,2020-11-04,5,8,15,25,34,41,00
553,2020-11-01,1,4,10,19,28,38,00
554,2020-10-28,3,7,13,22,31,44,00
555,2020-10-25,0,6,12,17,26,42,00
556,2020-10-21,2,9,14,24,33,40,00
557,2020-10-18,5,8,11,20,29,37,00
558,2020-10-14,1,4,10,18,27,43,00
559,2020-10-11,3,7,15,25,34,41,00
560,2020-10-07,0,6,12,19,28,38,00
561,2020-10-04,2,9,13,22,31,44,00
562,2020-09-30,5,8,14,17,26,42,00
563,2020-09-27,1,4,10,24,33,40,00
564,2020-09-23,3,7,16,20,29,37,00
565,2020-09-20,0,6,11,18,27,43,00
566,2020-09-16,2,9,13,25,34,41,00
567,2020-09-13,5,8,15,19,28,38,00
568,2020-09-09,1,4,10,22,31,44,00
569,2020-09-06,3,7,12,17,26,42,00
570,2020-09-02,0,6,14,24,33,40,00
571,2020-08-30,2,9,11,20,29,37,00
572,2020-08-26,5,8,15,18,27,43,00
573,2020-08-23,1,4,10,25,34,41,00
574,2020-08-19,3,7,13,19,28,38,00
575,2020-08-16,0,6,12,22,31,44,00
576,2020-08-12,2,9,14,17,26,42,00
577,2020-08-09,5,8,11,24,33,40,00
578,2020-08-05,1,4,10,20,29,37,00
579,2020-08-02,3,7,15,18,27,43,00
580,2020-07-29,0,6,12,25,34,41,00
581,2020-07-26,2,9,13,19,28,38,00
582,2020-07-22,5,8,14,22,31,44,00
583,2020-07-19,1,4,10,17,26,42,00
584,2020-07-15,3,7,16,24,33,40,00
585,2020-07-12,0,6,11,20,29,37,00
586,2020-07-08,2,9,13,18,27,43,00
587,2020-07-05,5,8,15,25,34,41,00
588,2020-07-01,1,4,10,19,28,38,00
589,2020-06-28,3,7,12,22,31,44,00
590,2020-06-24,0,6,14,17,26,42,00
591,2020-06-21,2,9,11,24,33,40,00
592,2020-06-17,5,8,15,20,29,37,00
593,2020-06-14,1,4,10,18,27,43,00
594,2020-06-10,3,7,13,25,34,41,00
595,2020-06-07,0,6,12,19,28,38,00
596,2020-06-03,2,9,14,22,31,44,00
597,2020-05-31,5,8,11,17,26,42,00
598,2020-05-27,1,4,10,24,33,40,00
599,2020-03-11,3,7,15,20,29,37,00
600,2020-03-08,0,6,12,18,27,43,00
601,2020-03-04,2,9,13,25,34,41,00
602,2020-03-01,5,8,14,19,28,38,00
3369,2026-04-29,04,06,07,13,19,43,00
3370,2026-05-03,09,15,17,30,37,43,00
3371,2026-05-06,05,13,17,18,20,42,00
3372,2026-05-10,04,07,15,24,37,39,00
3373,2026-05-13,00,02,06,13,26,34,00
